,Player,Club,GamesPlayed,GamesStarted,ShotsFaced,SavesMade,GoalsAgainst,Wins,Losses,Ties,ShutOuts,WinsPercentage,SavePercentage,Year
877,Tim Melia,Sporting Kansas City,23,23,113,82,28,11,8,4,8,47.8,72.6,2015
878,Sean Johnson,New York City,21,21,90,59,32,5,11,5,4,23.8,65.6,2015
879,Donovan Ricketts,LA Galaxy,21,21,92,58,32,7,9,5,3,33.3,63.0,2015
880,Chris Konopka,Toronto FC,21,21,92,62,31,11,7,3,4,52.4,67.4,2015
881,Dan Kennedy,FC Dallas,16,16,48,30,19,7,5,4,5,43.8,62.5,2015
882,Jaime Penedo,LA Galaxy,16,16,69,50,19,6,4,6,5,37.5,72.5,2015
883,Joe Bendik,Philadelphia Union,13,13,72,45,27,4,8,1,1,30.8,62.5,2015
884,Jon Busch,Chicago FIre FC,12,12,57,35,24,3,8,1,1,25.0,61.4,2015
885,Brian Sylvestre,Philadelphia Union,12,12,50,30,19,5,6,1,5,41.7,60.0,2015
886,John McCarthy,Inter Miami CF,11,11,41,22,18,3,5,3,2,27.3,53.7,2015
887,Jesse Gonzalez,FC Dallas,11,11,47,37,10,7,3,1,5,63.6,78.7,2015
888,Jeff Attinella,Portland Timbers,10,10,64,40,24,3,6,1,1,30.0,62.5,2015
889,Andrew Dykstra,D.C. United,9,9,57,40,16,3,4,1,0,33.3,70.2,2015
890,Luis Marin,KC ,8,8,30,19,12,2,2,4,3,25.0,63.3,2015
891,Chris Seitz,D.C. United,7,7,27,17,10,4,2,1,3,57.1,63.0,2015
892,Brian Rowe ,Orlando City SC,7,7,22,13,9,3,3,1,2,42.9,59.1,2015
893,Andre Blake,Philadelphia Union,6,6,34,26,9,2,3,1,2,33.3,76.5,2015
894,Rais MBolhi,ALG,5,5,20,10,9,0,3,2,1,0.0,50.0,2015
895,Troy Perkins,Seattle Sounders FC,4,3,15,12,3,1,3,0,0,25.0,80.0,2015
896,Eric Kronberg,CF Montreal,3,3,11,6,5,0,1,2,0,0.0,54.5,2015
897,Brad Knighton,New England Revolution,3,3,16,9,6,1,1,1,1,33.3,56.3,2015
898,Joe Willis,Nashville SC,3,3,10,5,5,1,1,1,0,33.3,50.0,2015
899,Jon Kempin,Columbus Crew,3,3,11,6,5,1,1,1,0,33.3,54.5,2015
900,Zac MacMath,Real Salt Lake,3,3,12,6,5,1,2,0,1,33.3,50.0,2015
901,Josh Ford,Orlando City SC,2,1,6,5,1,0,1,0,0,0.0,83.3,2015
902,Travis Worra,D.C. United,1,0,1,1,0,1,0,0,0,100.0,100.0,2015
903,Alec Kann,Atlanta United,1,1,8,6,2,0,1,0,0,0.0,75.0,2015
904,Ryan Meara,New York City Red Bulls,1,1,7,6,1,0,1,0,0,0.0,85.7,2015
905,Andrew Weber,Portland Timbers,1,1,7,4,3,0,1,0,0,0.0,57.1,2015
906,Kyle Reynish,NYR,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
907,Kristian Nicht,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
908,Jake Gleeson,Portland Timbers,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
909,Brian Perk,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
910,Paolo Tornaghi,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
911,Earl Edwards Jr.,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
912,Michael Lisch,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
913,Santiago Castaño,NYR,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
914,Brad Stuver,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
915,Maxime Crepeau,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
916,Eirik Johansen,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
917,Bryan Meredith,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
918,Matt Lampson,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
919,Quillan Roberts,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
920,Lalo Fernandez,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
921,Akira Fitzgerald,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
922,Charlie Lyon,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
923,Alex Bono,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
924,Marco Carducci,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
925,John Berner,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
926,Trevor Spangenberg,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
927,Andrew Wolverton,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
928,Tomas Gomez,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2015
929,David Bingham,LA Galaxy,34,34,146,106,39,8,12,14,8,23.5,72.6,2016
930,Joe Bendik,Philadelphia Union,34,34,178,114,60,9,11,14,5,26.5,64.0,2016
931,Luis Robles,Inter Miami CF,34,34,143,100,44,16,9,9,11,47.1,69.9,2016
932,Evan Bush,CF Montreal,33,33,155,101,50,11,11,11,6,33.3,65.2,2016
933,David Ousted,Vancouver Whitecaps FC,33,33,166,110,52,10,15,8,6,30.3,66.3,2016
934,Josh Saunders,New York City,33,33,158,98,56,14,10,9,8,42.4,62.0,2016
935,Stefan Frei,Seattle Sounders FC,33,33,137,91,41,14,13,6,8,42.4,66.4,2016
936,Steve Clark,Portland Timbers,32,32,161,112,51,8,12,12,8,25.0,69.6,2016
937,Andre Blake,Philadelphia Union,32,32,150,99,50,10,13,9,6,31.3,66.0,2016
938,Brian Rowe ,Orlando City SC,31,30,148,113,33,12,5,14,9,38.7,76.4,2016
939,Nick Rimando,Real Salt Lake,30,30,137,91,40,11,9,10,6,36.7,66.4,2016
940,Jake Gleeson,Portland Timbers,28,27,160,118,40,11,11,6,6,39.3,73.8,2016
941,Chris Seitz,D.C. United,28,28,95,63,29,14,5,9,10,50.0,66.3,2016
942,Tim Melia,Sporting Kansas City,27,27,95,66,30,11,11,5,8,40.7,69.5,2016
943,Joe Willis,Nashville SC,26,24,129,89,39,5,12,9,5,19.2,69.0,2016
944,Sean Johnson,New York City,22,22,106,68,37,6,10,6,5,27.3,64.2,2016
945,Bobby Shuttleworth,Chicago FIre FC,21,20,89,50,38,4,9,8,5,19.0,56.2,2016
946,Bill Hamid,D.C. United,20,20,93,68,25,8,3,9,5,40.0,73.1,2016
947,Clint Irwin,Colorado Rapids,19,19,76,50,23,6,6,6,6,31.6,65.8,2016
948,Tim Howard,Colorado Rapids,17,17,73,54,19,6,3,8,7,35.3,74.0,2016
949,Zac MacMath,Real Salt Lake,17,17,57,39,13,9,3,5,6,52.9,68.4,2016
950,Alex Bono,Toronto FC,16,15,60,42,16,8,3,5,4,50.0,70.0,2016
951,Brad Knighton,New England Revolution,13,13,49,31,16,6,5,1,2,46.2,63.3,2016
952,Travis Worra,D.C. United,13,13,52,34,18,3,6,4,4,23.1,65.4,2016
953,Matt Lampson,Columbus Crew,11,11,76,55,18,1,6,4,3,9.1,72.4,2016
954,Tyler Deric,Houston Dynamo FC,10,10,37,31,6,2,2,4,4,20.0,83.8,2016
955,Adam Kwarasey,Portland Timbers,7,7,31,19,13,1,3,2,0,14.3,61.3,2016
956,Alec Kann,Atlanta United,7,7,28,17,11,2,2,3,2,28.6,60.7,2016
957,Jesse Gonzalez,FC Dallas,6,6,22,12,11,3,3,0,2,50.0,54.5,2016
958,Jeff Attinella,Portland Timbers,4,4,13,8,6,1,3,0,0,25.0,61.5,2016
959,Dan Kennedy,LA Galaxy,3,2,7,4,3,0,0,1,0,0.0,57.1,2016
960,Eric Kronberg,CF Montreal,2,1,5,2,3,0,0,1,0,0.0,40.0,2016
961,Clement Diop,CF Montreal,2,2,15,11,3,0,1,1,0,0.0,73.3,2016
962,Brad Stuver,New York City,2,2,15,8,7,0,2,0,0,0.0,53.3,2016
963,Andrew Tarbell,Columbus Crew,1,0,2,1,1,0,0,0,0,0.0,50.0,2016
964,Patrick McLain,Chicago FIre FC,1,1,6,3,3,0,1,0,0,0.0,50.0,2016
965,John McCarthy,Inter Miami CF,1,1,5,3,3,0,1,0,0,0.0,60.0,2016
966,Matt Jones,Philadelphia Union,1,1,5,2,2,1,0,0,0,100.0,40.0,2016
967,Tyler Miller,Minnesota United FC,1,1,4,2,2,0,1,0,0,0.0,50.0,2016
968,Cody Cropper,Houston Dynamo FC,1,1,2,2,0,1,0,0,1,100.0,100.0,2016
969,Eirik Johansen,New York City,1,1,6,5,1,1,0,0,0,100.0,83.3,2016
970,Paolo Tornaghi,Vancouver Whitecaps FC,1,1,6,6,0,0,0,1,1,0.0,100.0,2016
971,Andrew Dykstra,D.C. United,1,1,7,3,4,0,1,0,0,0.0,42.9,2016
972,Chris Konopka,Portland Timbers,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
973,Tally Hall,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
974,Kyle Reynish,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
975,Bryan Meredith,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
976,Ryan Meara,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
977,Quillan Roberts,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
978,Lalo Fernandez,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
979,Jon Kempin,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
980,Zack Steffen,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
981,Charlie Horton,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
982,Ryan Herman,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
983,Marco Carducci,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
984,John Berner,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
985,Earl Edwards Jr.,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
986,Maxime Crepeau,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
987,Chris Froschauer,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
988,Matt Pacifici,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
989,Andre Rawls,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
990,Matt Turner,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
991,Charlie Lyon,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
992,Calle Brown,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
993,Wade Hamilton,Portland Timbers,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
994,Mason Stajduhar,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2016
995,Luis Robles,Inter Miami CF,34,34,149,99,47,14,12,8,10,41.2,66.4,2017
996,Zack Steffen,Columbus Crew,34,34,150,98,49,16,12,6,9,47.1,65.3,2017
997,Bobby Shuttleworth,Chicago FIre FC,33,32,174,116,60,10,16,5,5,30.3,66.7,2017
998,Stefan Frei,Seattle Sounders FC,33,33,121,84,36,13,9,11,13,39.4,69.4,2017
999,Joe Bendik,Philadelphia Union,33,33,173,118,52,10,14,9,7,30.3,68.2,2017
1000,Sean Johnson,New York City,32,32,137,96,39,15,8,9,7,46.9,70.1,2017
1001,Tim Melia,Sporting Kansas City,31,31,116,91,24,12,7,11,10,38.7,78.4,2017
1002,Evan Bush,CF Montreal,31,31,136,84,50,11,14,6,5,35.5,61.8,2017
1003,Alex Bono,Toronto FC,29,28,104,72,32,19,4,6,10,65.5,69.2,2017
1004,Jesse Gonzalez,FC Dallas,29,29,118,75,40,8,8,13,9,27.6,63.6,2017
1005,David Ousted,Vancouver Whitecaps FC,28,28,132,90,39,13,8,6,6,46.4,68.2,2017
1006,Nick Rimando,Real Salt Lake,28,28,110,73,33,13,10,5,8,46.4,66.4,2017
1007,Cody Cropper,Houston Dynamo FC,28,28,124,71,50,10,14,4,8,35.7,57.3,2017
1008,Tyler Deric,Houston Dynamo FC,26,26,109,76,31,10,6,10,6,38.5,69.7,2017
1009,Andre Blake,Philadelphia Union,26,26,125,88,34,9,10,7,9,34.6,70.4,2017
1010,Tim Howard,Colorado Rapids,25,25,126,84,39,7,14,4,5,28.0,66.7,2017
1011,Bill Hamid,D.C. United,24,24,132,98,35,8,12,4,6,33.3,74.2,2017
1012,Matt Lampson,Columbus Crew,24,24,91,58,31,12,7,5,8,50.0,63.7,2017
1013,David Bingham,LA Galaxy,23,23,94,58,35,9,9,5,7,39.1,61.7,2017
1014,Jake Gleeson,Portland Timbers,21,21,83,52,30,8,6,6,3,38.1,62.7,2017
1015,Alec Kann,Atlanta United,18,18,83,56,25,8,7,3,4,44.4,67.5,2017
1016,Clement Diop,CF Montreal,15,15,89,54,31,4,8,3,2,26.7,60.7,2017
1017,Brian Rowe ,Orlando City SC,14,12,60,35,23,3,6,4,2,21.4,58.3,2017
1018,Jeff Attinella,Portland Timbers,14,13,64,45,20,7,5,2,4,50.0,70.3,2017
1019,Brad Guzan,Atlanta United,14,14,47,38,10,6,1,7,8,42.9,80.9,2017
1020,Andrew Tarbell,Columbus Crew,11,11,65,40,25,4,5,2,2,36.4,61.5,2017
1021,Zac MacMath,Real Salt Lake,9,9,40,27,12,2,5,2,1,22.2,67.5,2017
1022,Joe Willis,Nashville SC,8,8,31,17,14,3,4,1,2,37.5,54.8,2017
1023,Jorge Rodrigo Bava,Chicago FIre FC,8,8,31,20,12,3,3,2,3,37.5,64.5,2017
1024,John McCarthy,Inter Miami CF,8,8,49,34,13,2,4,2,1,25.0,69.4,2017
1025,Jon Kempin,Columbus Crew,7,7,40,27,13,1,4,1,2,14.3,67.5,2017
1026,Matt Van Oekel,Real Salt Lake,7,6,47,25,22,0,5,1,1,0.0,53.2,2017
1027,Clint Irwin,Colorado Rapids,6,6,18,13,5,1,1,3,2,16.7,72.2,2017
1028,Brad Knighton,New England Revolution,6,6,31,20,11,3,1,2,1,50.0,64.5,2017
1029,Chris Seitz,D.C. United,5,5,20,12,8,3,2,0,0,60.0,60.0,2017
1030,Stefan Marinovic,Vancouver Whitecaps FC,5,5,27,21,5,2,2,1,1,40.0,77.8,2017
1031,Steve Clark,Portland Timbers,5,5,27,13,11,1,3,1,1,20.0,48.1,2017
1032,Travis Worra,D.C. United,5,5,26,11,14,0,5,0,0,0.0,42.3,2017
1033,Andrew Dykstra,KC ,4,3,14,10,5,0,2,2,1,0.0,71.4,2017
1034,John Alvbage,Minnesota United FC,3,2,15,5,10,0,2,1,0,0.0,33.3,2017
1035,Maxime Crepeau,Vancouver Whitecaps FC,3,3,19,10,8,0,3,0,0,0.0,52.6,2017
1036,Kyle Reynish,Atlanta United,2,2,5,2,3,1,0,0,0,50.0,40.0,2017
1037,Richard Sanchez,Sporting Kansas City,2,2,15,11,4,1,1,0,0,50.0,73.3,2017
1038,Eirik Johansen,New York City,2,2,7,3,4,1,1,0,0,50.0,42.9,2017
1039,Alexander Tambakis,Atlanta United,1,0,3,1,2,0,1,0,0,0.0,33.3,2017
1040,Paolo Tornaghi,Vancouver Whitecaps FC,1,0,7,4,3,0,1,0,0,0.0,57.1,2017
1041,Earl Edwards Jr.,D.C. United,1,1,7,1,6,0,1,0,0,0.0,14.3,2017
1042,Spencer Richey,FC Cincinnati,1,1,3,1,2,0,1,0,0,0.0,33.3,2017
1043,Tyler Miller,Minnesota United FC,1,1,8,5,3,1,0,0,0,100.0,62.5,2017
1044,Matt Bersano,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1045,John Berner,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1046,Calle Brown,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1047,Jacob Lissek,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1048,Adrian Zendejas,Nashville SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1049,Mason Stajduhar,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1050,Connor Sparrow,Chicago FIre FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1051,Andre Rawls,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1052,Matt Turner,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1053,Eduardo Cortes,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1054,Evan Louro,NYR,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1055,Eric Klenofsky,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1056,Stefan Cleveland,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1057,Logan Ketterer,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1058,Alex Kapp,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1059,Cody Mizell,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1060,Brad Stuver,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1061,Lalo Fernandez,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1062,Patrick McLain,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1063,Mark Pais,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1064,Kendall McIntosh,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1065,Josh Saunders,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1066,Eric Kronberg,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1067,Bryan Meredith,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1068,Ryan Meara,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1069,Jimmy Maurer,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1070,Tim Melia,Sporting Kansas City,34,34,148,106,40,18,8,8,13,52.9,71.6,2018
1071,David Bingham,LA Galaxy,34,34,186,121,64,13,12,9,8,38.2,65.1,2018
1072,Evan Bush,CF Montreal,34,34,184,132,53,14,16,4,10,41.2,71.7,2018
1073,Tim Howard,Colorado Rapids,33,33,179,119,58,8,17,7,6,24.2,66.5,2018
1074,Brad Guzan,Atlanta United,33,33,123,81,41,20,6,6,8,60.6,65.9,2018
1075,Nick Rimando,Real Salt Lake,33,33,165,103,57,13,13,7,7,39.4,62.4,2018
1076,Stefan Frei,Seattle Sounders FC,33,33,150,114,34,18,10,5,7,54.5,76.0,2018
1077,Andre Blake,Philadelphia Union,33,33,170,118,50,14,14,5,10,42.4,69.4,2018
1078,Tyler Miller,Minnesota United FC,33,33,169,114,50,16,8,9,10,48.5,67.5,2018
1079,Sean Johnson,New York City,32,32,141,100,41,15,10,7,10,46.9,70.9,2018
1080,Luis Robles,Inter Miami CF,31,31,115,84,30,21,6,4,14,67.7,73.0,2018
1081,Andrew Tarbell,Columbus Crew,29,29,152,87,60,4,17,8,1,13.8,57.2,2018
1082,Zack Steffen,Columbus Crew,29,29,103,66,37,12,10,7,10,41.4,64.1,2018
1083,Alex Bono,Toronto FC,27,27,137,90,45,9,12,6,3,33.3,65.7,2018
1084,Matt Turner,New England Revolution,27,27,126,83,42,8,10,9,5,29.6,65.9,2018
1085,Joe Willis,Nashville SC,26,26,124,82,42,9,11,6,4,34.6,66.1,2018
1086,Richard Sanchez,Sporting Kansas City,25,24,128,79,47,6,13,6,3,24.0,61.7,2018
1087,Joe Bendik,Philadelphia Union,25,24,142,84,58,6,17,2,1,24.0,59.2,2018
1088,Bobby Shuttleworth,Chicago FIre FC,25,25,155,103,51,9,13,3,2,36.0,66.5,2018
1089,Stefan Marinovic,Vancouver Whitecaps FC,24,24,112,65,45,10,10,4,2,41.7,58.0,2018
1090,Jeff Attinella,Portland Timbers,22,22,85,64,23,10,5,5,7,45.5,75.3,2018
1091,Jesse Gonzalez,FC Dallas,21,21,92,63,28,11,7,3,6,52.4,68.5,2018
1092,David Ousted,D.C. United,17,17,81,48,32,4,7,6,0,23.5,59.3,2018
1093,Bill Hamid,D.C. United,14,14,63,51,12,9,2,3,5,64.3,81.0,2018
1094,Jimmy Maurer,FC Dallas,13,13,47,32,16,5,2,6,4,38.5,68.1,2018
1095,Steve Clark,Portland Timbers,11,9,61,44,17,5,4,2,3,45.5,72.1,2018
1096,Brian Rowe ,Orlando City SC,10,10,50,29,22,3,3,4,0,30.0,58.0,2018
1097,Matt Lampson,Columbus Crew,9,9,54,31,20,2,7,0,0,22.2,57.4,2018
1098,Brad Knighton,New England Revolution,7,7,46,33,13,2,3,2,2,28.6,71.7,2018
1099,Clint Irwin,Colorado Rapids,7,7,47,27,19,1,6,0,0,14.3,57.4,2018
1100,Chris Seitz,D.C. United,6,6,23,14,9,1,3,2,1,16.7,60.9,2018
1101,Jake Gleeson,Portland Timbers,6,6,29,15,14,1,3,2,0,16.7,51.7,2018
1102,Earl Edwards Jr.,D.C. United,5,5,26,15,10,1,2,1,0,20.0,57.7,2018
1103,Patrick McLain,Chicago FIre FC,5,5,20,13,6,1,2,1,1,20.0,65.0,2018
1104,JT Marcinkowski,San Jose Earthquakes,5,5,32,20,11,0,4,1,1,0.0,62.5,2018
1105,Adam Grinwis,Orlando City SC,5,5,20,14,6,1,3,1,1,20.0,70.0,2018
1106,Jon Kempin,Columbus Crew,5,5,18,10,8,2,1,2,0,40.0,55.6,2018
1107,Stefan Cleveland,Seattle Sounders FC,5,5,33,25,8,1,3,1,0,20.0,75.8,2018
1108,Ryan Meara,New York City Red Bulls,3,3,16,12,3,1,1,1,1,33.3,75.0,2018
1109,Andrew Putna,Real Salt Lake,2,1,7,6,1,1,0,0,0,50.0,85.7,2018
1110,Zac MacMath,Real Salt Lake,2,1,16,9,5,0,2,0,0,0.0,56.3,2018
1111,Tyler Deric,Houston Dynamo FC,2,2,14,7,7,0,2,0,0,0.0,50.0,2018
1112,Brad Stuver,New York City,2,2,9,5,4,1,0,1,0,50.0,55.6,2018
1113,Paul Christensen,Atlanta United,1,0,3,1,2,0,1,0,0,0.0,33.3,2018
1114,Alec Kann,Atlanta United,1,1,6,5,1,1,0,0,0,100.0,83.3,2018
1115,John McCarthy,Inter Miami CF,1,1,6,6,0,1,0,0,1,100.0,100.0,2018
1116,Luis Lopez,Los Angeles FC,1,1,5,3,2,0,1,0,0,0.0,60.0,2018
1117,Bryan Meredith,Vancouver Whitecaps FC,1,1,6,3,3,0,1,0,0,0.0,50.0,2018
1118,Sean Melvin,Vancouver Whitecaps FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1119,Quillan Roberts,Los Angeles FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1120,Brian Sylvestre,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1121,Cody Cropper,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1122,Clement Diop,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1123,Alex Horwath,Real Salt Lake,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1124,Andrew Dykstra,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1125,Caleb Patterson-Sewell,Toronto FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1126,Jake McGuire,Philadelphia Union,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1127,Matt Bersano,San Jose Earthquakes,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1128,Kendall McIntosh,New York City Red Bulls,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1129,Mitch Hildebrandt,Atlanta United,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1130,Kyle Zobeck,FC Dallas,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1131,Zac Lubin,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1132,Evan Louro,New York City,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1133,Justin Vom Steeg,LA Galaxy,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1134,James Pantemis,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1135,Andre Rawls,Colorado Rapids,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1136,Calle Brown,Seattle Sounders FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1137,Adrian Zendejas,Nashville SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1138,Mason Stajduhar,Orlando City SC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1139,Connor Sparrow,Chicago FIre FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1140,Travis Worra,D.C. United,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1141,Charlie Lyon,Los Angeles FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1142,Jeff Caldwell,New England Revolution,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1143,Michael Nelson,Houston Dynamo FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1144,Jason Beaulieu,CF Montreal,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1145,Logan Ketterer,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1146,Alex Kapp,Minnesota United FC,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1147,Eric Dick,Sporting Kansas City,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1148,Ben Lundgaard,Columbus Crew,0,0,0,0,0,0,0,0,0,0.0,0.0,2018
1149,Vito Mannone,Minnesota United FC,34,34,175,129,43,15,11,8,11,44.1,73.7,2019
1150,Brad Guzan,Atlanta United,34,34,135,91,43,18,12,4,14,52.9,67.4,2019
1151,Daniel Vega,San Jose Earthquakes,34,34,164,108,55,13,16,5,7,38.2,65.9,2019
1152,Stefan Frei,Seattle Sounders FC,34,34,165,116,49,16,10,8,10,47.1,70.3,2019
1153,Bill Hamid,D.C. United,33,33,168,126,37,12,10,11,14,36.4,75.0,2019
1154,Luis Robles,Inter Miami CF,33,33,138,88,50,13,14,6,9,39.4,63.8,2019
1155,David Bingham,LA Galaxy,33,33,195,141,55,16,14,3,8,48.5,72.3,2019
1156,Tim Melia,Sporting Kansas City,32,32,173,111,60,10,15,7,6,31.3,64.2,2019
1157,Evan Bush,CF Montreal,32,32,144,84,59,11,17,4,7,34.4,58.3,2019
1158,Brian Rowe ,Orlando City SC,32,32,160,110,49,9,14,9,7,28.1,68.8,2019
1159,Jesse Gonzalez,FC Dallas,32,32,128,84,42,13,11,8,8,40.6,65.6,2019
1160,Sean Johnson,New York City,29,29,116,78,36,14,5,10,7,48.3,67.2,2019
1161,Nick Rimando,Real Salt Lake,29,29,113,75,35,14,11,4,10,48.3,66.4,2019
1162,Quentin Westberg,Toronto FC,28,28,115,75,41,9,9,9,4,32.1,65.2,2019
1163,Tyler Miller,Minnesota United FC,28,28,103,72,28,18,2,8,9,64.3,69.9,2019
1164,Joe Willis,Nashville SC,27,27,133,88,44,10,13,4,3,37.0,66.2,2019
