Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Jeff Agoos,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,3,0,0,0,,2005,post
Santino Quaranta,,M-F,2,2,135,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,3,0,1,0,,2005,post
Justin Mapp,,M,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,1,0,0,0,,2005,post
Brad Davis,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Mark Lisi,,M,2,2,175,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,2,0,0,0,,2005,post
Carey Talley,,D,1,0,24,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2005,post
Ante Razov,,F,1,0,5,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Pablo Mastroeni,,M,3,3,300,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,7,0,2,0,,2005,post
David Johnson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Lubos Reiter,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
John Thorrington,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Mark Wilson,,M,2,2,111,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,3,0,0,0,,2005,post
Simo Valakari,,M,2,2,210,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,7,4,0,1,0,,2005,post
Tony Sanneh,,D,1,0,16,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Tony Lochhead,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ricardo Phillips,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Andy Herron,,F,2,0,30,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,2,0,1,,2005,post
Michael Umaña,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Avery John,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Will Johnson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Tim Ward,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Danny O'Rourke,,D,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Joseph Ngwenya,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
John Wilson,,D,1,1,90,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Stephen deRoux,,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Bobby Boswell,,D,1,0,85,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2005,post
Will John,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jeff Larentowicz,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Michael Parkhurst,,D,4,4,390,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,4,0,0,0,,2005,post
James Riley,,D,3,2,220,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,5,2,0,1,0,,2005,post
Andy Dorman,,M,1,0,29,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2005,post
Hunter Freeman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Stephen Keel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ugo Ihemelu,,D,4,4,390,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,13,5,0,1,0,,2005,post
Marcelo Saragosa,,M,2,1,41,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,1,0,0,0,,2005,post
Abe Thompson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jason Hernandez,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,0,0,0,0,,2005,post
Abbe Ibrahim,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Nat Borchers,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Facundo Erpen,,D,2,2,95,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2005,post
Leonard Griffin,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Amir Lowery,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Troy Roberts,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Quavas Kirk,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Alan Gordon,,F,3,0,28,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,1,1,0,0,,2005,post
Daniel Garipe,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Alecko Eskandarian,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ian Russell,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Dan Gargan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Mike Magee,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Todd Dunivant,,D,4,4,390,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,6,1,0,2,0,,2005,post
Tim Regan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jeff Parke,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Arturo Alvarez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Drew Moor,,D,1,0,9,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
David Wagenfuhr,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Aaron Pitchkolan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Alex Yi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Kevin Goldthwaite,,D,1,0,16,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2005,post
Ryan Cochrane,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Chris Wondolowski,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Julian Nash,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Craig Waibel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Guillermo Gonzalez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Sasha Gotsmanov,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jamie Holmes,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Steve Jolley,,D,2,2,210,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,1,0,,2005,post
Nana Kuffour,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Shawn Kuykendall,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Aaron Lanes,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ryan Latham,,F,1,0,14,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ricky Lewis,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Winston Marshall,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Tim Merritt,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jared Montz,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Matt Nickell,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Fabrice Noel,,F,1,0,25,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2005,post
Michael Nsien,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
John Pulido,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Orlando Ramirez,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Brett Rodriguez,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Marcos Romaneiro,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Andy Rosenband,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
David Stokes,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Jason Thompson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Mario Torres,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
James Twellman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Nick Van Sicklen,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Luke Vercollone,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
DeMetrius White,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Easton Wilson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Roger Levesque,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Danilo Silva,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Josh Gardner,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Chris Aloisi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Kenny Arena,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ramon Bailey,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Benjamin Benditson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Scott Buete,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Mubarike Chisoni,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Chris Corcoran,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Matt Crawford,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Ednaldo da Conceicao,,F,4,0,25,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2005,post
Tighe Dombrowski,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Connally Edozien,,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Joshua Elbaum,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Michael Enfield,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Gilberto Flores,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2005,post
Clarence Goodson,,D,2,2,210,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,post
Lucio Filomeno,,F,1,0,44,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2005,post
Carlos Mendes,,D,2,2,180,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2005,post
Jamil Walker,,M-F,2,1,49,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,1,0,1,0,0,100,2005,post
Joshua Gros,,M-D,1,1,90,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,post
Christian Gomez,,M,2,2,141,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,1,4,1,0,1,100,2005,post
Michael Bradley,,M,2,2,180,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,4,1,0,0,0,100,2005,post
Logan Pause,,M,3,3,270,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,2005,post
Ben Olsen,,M,1,1,90,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2005,post
Mike Petke,,D,3,3,300,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2005,post
Bryan Namoff,,D,2,2,180,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2005,post
Eric Denton,,D,3,3,300,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2005,post
Chris Armas,,M,1,1,90,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,post
Ronald Cerritos,,F,2,1,84,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2005,post
Eddie Robinson,,D,2,2,180,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,5,5,0,1,0,100,2005,post
Brian Carroll,,M,2,2,180,0,0,1,0,0,0/0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2005,post
Freddy Adu,,F,1,0,44,0,0,1,1,0,0/0,0,0,0,0,0,0,0,0,3,4,0,1,0,100,2005,post
Jay Heaps,,D,4,4,390,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,6,11,1,1,0,50,2005,post
Kelly Gray,,D-M,2,2,164,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,3,0,0,1,0,50,2005,post
Dema Kovalenko,,M,2,2,180,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,2005,post
Gonzalo Segares,,D,3,3,270,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,9,3,1,2,0,0,2005,post
Seth Stammler,,M-D,2,2,180,0,0,2,0,0,0/0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,2005,post
Dedi Ben Dayan,,M-D,3,3,223,0,0,2,1,0,0/0,0,0,0,0,0,0,0,0,1,3,0,0,0,50,2005,post
Paulo Nagamura,,M,4,3,369,0,0,2,2,0,0/0,0,0,0,0,0,0,0,0,7,8,0,2,0,100,2005,post
Nate Jaqua,,F,3,2,134,0,0,3,2,0,0/0,0,0,0,0,0,0,0,0,5,3,1,1,0,66.67,2005,post
Jaime Moreno,,F,2,2,180,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,3,6,1,0,0,33.33,2005,post
Kyle Beckerman,,M,3,3,289,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,3,4,0,1,0,33.33,2005,post
Joe Franchino,,M,4,4,365,0,0,3,0,0,0/0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,2005,post
Alejandro Moreno,,F,2,1,113,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,2,3,1,0,0,33.33,2005,post
Eddie Gaven,,M,2,2,180,0,0,3,1,0,0/0,0,0,0,0,0,0,0,0,3,6,0,0,0,33.33,2005,post
Dwayne De Rosario,,M,2,2,179,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,4,2,1,0,0,50,2005,post
Chad Barrett,,F,3,0,73,0,0,4,2,0,0/0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,2005,post
Peguero Jean Philippe,,F,3,2,199,0,0,5,2,0,0/0,0,0,0,0,0,0,0,0,4,5,1,0,0,40,2005,post
Ronnie O'Brien,,M,2,2,210,0,0,5,1,0,0/0,0,0,0,0,0,0,0,0,3,2,0,1,0,20,2005,post
Mark Chung,,M,2,2,180,0,0,6,1,0,0/0,0,0,0,0,0,0,0,0,2,3,0,0,0,16.67,2005,post
Steve Ralston,,M,4,4,368,0,0,6,3,0,0/0,0,0,0,0,0,0,0,0,3,6,1,0,0,50,2005,post
Jovan Kirovski,,M-F,3,3,300,0,0,7,2,0,0/0,0,0,0,0,0,0,0,0,9,3,0,1,0,28.57,2005,post
Ramon Nunez,,M,2,2,210,0,0,12,6,0,0/0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,2005,post
Brian Ching,,F,4,4,390,3,0,9,7,0,0/0,1,2,0.69,33.3,0,0,0,0,5,14,6,0,0,77.78,2006,post
Taylor Twellman,,F,4,4,420,3,0,17,10,1,0/0,2,1,0.64,17.6,0,0,0,0,6,11,2,0,0,58.82,2006,post
Carlos Ruiz,,F,2,2,210,2,0,4,2,0,0/0,1,1,0.86,50,0,0,0,0,3,8,4,1,0,50,2006,post
Christian Gomez,,M,3,3,260,2,0,8,4,1,0/0,1,1,0.69,25,0,0,0,0,5,8,2,1,0,50,2006,post
Paul Dalglish,,F,4,4,307,2,0,9,4,1,0/0,2,0,0.59,22.2,0,0,0,0,6,4,5,0,0,44.44,2006,post
Nicolas Hernandez,,F,3,3,300,2,0,10,6,0,0/0,0,2,0.6,20,0,0,0,0,8,8,4,0,0,60,2006,post
Brian Mullan,,D,4,4,376,1,3,3,1,0,0/0,1,0,0.24,33.3,1,1,2,0.72,3,7,0,0,0,33.33,2006,post
Brad Davis,,M,4,4,390,1,2,7,2,1,1-Jan,1,0,0.23,14.3,1,2,0,0.46,9,7,0,1,0,28.57,2006,post
Justin Mapp,,M,2,2,188,1,1,3,1,1,0/0,1,0,0.48,33.3,0,0,1,0.48,3,3,2,0,0,33.33,2006,post
Pat Noonan,,F,3,2,285,1,1,3,1,1,0/0,1,0,0.32,33.3,1,0,1,0.32,2,6,8,0,0,33.33,2006,post
Jovan Kirovski,,M-F,3,2,229,1,1,5,1,0,1-Jan,0,1,0.39,20,0,0,1,0.39,4,2,4,0,0,20,2006,post
Ante Razov,,F,1,1,90,1,0,1,1,0,0/0,1,0,1,100,0,0,0,0,3,1,0,0,0,100,2006,post
Abe Thompson,,F,2,2,120,1,0,1,1,1,0/0,0,1,0.75,100,0,0,0,0,0,0,1,0,0,100,2006,post
Clarence Goodson,,D,2,0,78,1,0,1,1,0,0/0,1,0,1.15,100,0,0,0,0,0,2,0,0,0,100,2006,post
Jozy Altidore,,F,2,2,180,1,0,2,1,0,0/0,0,1,0.5,50,0,0,0,0,6,10,1,0,0,50,2006,post
Terry Cooke,,M,1,1,90,1,0,2,1,0,0/0,1,0,1,50,0,0,0,0,0,0,1,0,0,50,2006,post
Juan Francisco Palencia,,F,2,2,139,1,0,3,2,1,0/0,1,0,0.65,33.3,0,0,0,0,5,4,0,1,1,66.67,2006,post
Nate Jaqua,,F,2,2,210,1,0,5,1,0,0/0,0,1,0.43,20,0,0,0,0,6,3,0,1,0,20,2006,post
Clint Mathis,,M,3,2,236,1,0,9,4,1,0/0,0,1,0.38,11.1,0,0,0,0,1,4,1,1,0,44.44,2006,post
Greg Vanney,,D,2,2,210,0,2,0,0,0,0/0,0,0,0,0,0,2,0,0.86,4,5,0,0,0,,2006,post
Ronnie O'Brien,,M,2,2,210,0,2,4,2,0,0/0,0,0,0,0,1,1,1,0.86,3,3,1,0,0,50,2006,post
Kyle Beckerman,,M,3,3,300,0,2,9,2,0,0/0,0,0,0,0,0,0,2,0.6,6,5,0,1,0,22.22,2006,post
Dwayne De Rosario,,M,4,4,390,0,2,10,5,0,0/1,0,0,0,0,0,2,0,0.46,8,11,2,1,0,50,2006,post
Ricardo Clark,,M,3,3,270,0,1,0,0,0,0/0,0,0,0,0,0,1,0,0.33,5,4,1,2,0,,2006,post
Chris Gbandi,,D,2,2,119,0,1,1,0,0,0/0,0,0,0,0,0,0,1,0.76,3,1,0,0,1,0,2006,post
Craig Waibel,,D,4,4,345,0,1,1,1,0,0/0,0,0,0,0,0,0,1,0.26,7,2,0,1,0,100,2006,post
Sacha Kljestan,,M,2,1,112,0,1,2,1,0,0/0,0,0,0,0,1,1,0,0.8,6,0,0,0,0,50,2006,post
Alejandro Moreno,,F,4,0,83,0,1,2,0,0,0/0,0,0,0,0,0,1,0,1.08,3,5,0,0,0,0,2006,post
Jaime Moreno,,F,3,3,270,0,1,2,0,0,0/0,0,0,0,0,1,0,1,0.33,5,4,4,0,0,0,2006,post
Joshua Gros,,M-D,3,3,270,0,1,2,0,0,0/0,0,0,0,0,0,1,0,0.33,1,4,0,0,0,0,2006,post
Khano Smith,,M,4,0,169,0,1,3,2,0,0/0,0,0,0,0,0,1,0,0.53,3,6,0,0,0,66.67,2006,post
Eddie Robinson,,D,4,4,390,0,1,3,0,0,0/0,0,0,0,0,0,1,0,0.23,8,5,0,0,0,0,2006,post
Joe Franchino,,M,4,4,316,0,1,4,1,0,0/0,0,0,0,0,0,1,0,0.28,3,2,0,1,0,25,2006,post
Jay Heaps,,D,4,4,420,0,1,4,1,0,0/0,0,0,0,0,1,0,1,0.21,5,9,0,1,0,25,2006,post
Amado Guevara,,M,2,2,180,0,1,6,2,0,0/0,0,0,0,0,0,0,1,0.5,7,3,0,1,0,33.33,2006,post
Andy Dorman,,M,4,4,362,0,1,7,2,0,0/0,0,0,0,0,0,1,0,0.25,4,2,1,1,0,28.57,2006,post
Arsene Oka,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Hunter Freeman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Carlos Mendes,,D,2,2,169,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,3,1,0,1,0,,2006,post
Avery John,,D,4,4,420,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,10,7,0,1,0,,2006,post
Jeff Carroll,,M-D,1,0,1,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Michael Parkhurst,,D,4,4,420,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,2,0,0,0,,2006,post
Devon McTavish,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Stephen deRoux,,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Jamil Walker,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Bobby Boswell,,D,3,3,270,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,1,4,0,0,0,,2006,post
Willie Sims,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
John Wilson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Danny O'Rourke,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Justin Moose,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Ramon Ramirez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Claudio Suarez,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,4,2,0,0,0,,2006,post
Roberto Mina,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Tony Lochhead,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Robert Ssejjemba,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Ryan Johnson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Logan Pause,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Chad Barrett,,F,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Brian Plotkin,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Jeff Curtin,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Jordan Russolillo,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Floyd Franks,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Tim Regan,,D,2,2,180,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,2,0,0,1,0,,2006,post
Ramon Nunez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Arturo Alvarez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Dax McCarty,,M,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Aaron Pitchkolan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
Alex Yi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,post
